StackOverflowSatisfaction,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10,10,6,6,6,NA,4,2,NA,6,6,10,10,10,10,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,6,8,6,8,4,4,4,4,4,4,4,8,10,6,4
7,6,4,2,2,2,2,2,2,4,4,4,4,8,8,4,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10,4,4,2,2,2,2,2,6,4,4,6,10,10,8,2
10,8,8,2,2,2,2,2,2,6,4,6,4,10,10,10,4
6,2,6,2,2,2,2,4,2,6,6,6,6,6,6,6,6
8,6,6,4,2,2,6,6,4,6,4,4,6,8,8,8,2
8,10,6,6,2,2,2,4,2,6,4,4,8,10,8,4,4
8,6,2,4,4,2,2,4,2,8,4,6,6,6,8,6,4
9,8,2,2,2,4,4,2,2,10,4,6,4,8,6,6,4
9,8,8,4,2,2,2,2,2,4,4,4,4,8,10,8,2
7,8,8,4,2,4,2,2,2,4,4,4,4,8,6,4,4
10,6,4,2,2,2,2,2,2,4,8,4,4,8,8,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,6,2,2,2,2,2,2,6,4,4,4,8,8,6,4
4,4,6,2,2,2,2,2,2,8,6,6,4,8,6,4,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,4,6,6,2,2,2,2,8,8,4,6,8,8,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,2,2,2,2,2,2,2,NA,4,NA,NA,8,10,8,NA
5,6,6,2,2,2,4,2,2,8,4,4,4,6,6,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,8,2,2,2,NA,4,2,6,4,4,6,8,8,8,4
9,8,4,2,2,4,2,4,2,6,4,4,8,8,8,8,4
7,8,4,2,2,2,2,2,2,6,8,6,2,8,8,6,2
10,8,4,2,2,2,2,2,2,2,2,4,4,10,10,10,4
9,8,4,2,2,2,4,6,2,10,2,4,8,8,10,10,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,4,4,2,2,6,4,2,6,4,4,6,8,8,6,6
10,6,4,6,4,6,2,2,2,6,2,2,2,10,10,10,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,4,8,2,2,2,2,2,8,4,4,6,8,8,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,8,2,2,2,6,6,2,6,4,6,6,10,8,6,4
8,8,4,2,2,2,4,4,2,4,4,6,2,10,10,4,6
8,6,6,2,2,2,4,4,2,6,NA,4,6,8,8,8,2
8,8,6,2,2,2,2,2,2,6,4,4,6,6,8,4,2
8,6,2,2,2,2,2,2,2,4,8,4,6,8,6,4,4
5,6,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
10,6,6,4,4,4,4,4,2,8,4,4,4,10,10,8,2
8,8,4,2,2,2,2,2,2,4,4,4,4,6,6,8,4
9,8,4,4,4,4,2,2,2,6,4,4,4,10,10,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,4,2,2,2,4,6,2,4,4,2,6,8,6,4,4
8,NA,6,2,2,2,2,6,2,6,4,4,4,8,6,6,4
9,6,6,NA,6,6,2,2,2,6,4,4,6,8,8,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,2,4,2,2,6,6,2,6,6,4,6,8,10,10,2
7,6,6,6,4,6,6,6,2,4,6,10,8,8,8,10,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,4,4,2,4,2,2,2,8,4,4,4,8,8,4,4
7,6,4,4,2,2,2,2,2,8,4,6,4,8,6,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,6,2,2,2,2,4,4,6,8,4,10,10,10,10,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,2,2,2,2,4,6,2,6,2,6,6,8,8,2,4
10,10,4,6,2,6,2,2,2,8,4,4,6,8,8,10,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,8,4,2,2,2,2,2,10,2,4,4,10,10,10,2
10,10,10,2,2,4,2,4,2,8,4,4,4,10,8,2,4
10,6,4,2,2,2,2,2,2,6,4,4,8,10,10,6,4
8,4,6,4,4,4,6,6,2,6,6,4,8,10,10,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,4,2,2,2,2,2,2,2,4,4,6,10,10,4,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,6,2,2,2,4,6,2,6,4,2,6,10,8,6,4
8,8,8,2,2,2,2,2,2,4,4,6,4,8,8,8,4
10,4,4,NA,2,6,2,2,2,4,4,4,6,8,8,6,2
9,6,6,2,2,2,2,2,2,4,2,6,4,6,10,6,2
9,10,6,4,2,4,4,2,2,6,4,4,4,10,8,6,4
10,6,4,2,2,2,6,6,2,6,4,2,6,10,10,6,4
8,8,6,8,2,2,6,4,2,6,4,10,6,8,8,8,6
8,8,4,2,2,2,2,2,2,4,4,4,6,10,10,10,4
9,8,6,8,6,4,4,4,2,8,2,4,6,8,8,10,2
9,6,2,2,2,4,2,2,2,6,4,4,8,10,8,6,4
10,8,4,2,2,2,2,2,2,6,2,2,10,10,10,6,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,NA,NA,NA,NA,6,NA,NA,6,NA,NA,8,8,8,2,4
10,6,4,2,2,2,2,2,2,2,4,4,2,10,10,4,4
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,2,6,4,6,4,4,2,6,6,2,10,8,10,2,4
9,8,8,2,2,2,4,4,4,4,4,4,6,8,8,10,4
10,10,6,4,4,6,4,4,2,6,4,4,10,10,10,8,4
10,10,4,2,2,2,2,2,2,4,6,4,6,8,8,6,4
9,8,4,4,2,4,2,4,2,6,6,2,4,10,10,10,2
10,6,4,4,2,2,4,8,2,6,4,4,10,10,10,10,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10,6,6,6,6,2,4,2,6,4,4,8,8,10,10,4
9,8,8,2,2,2,2,4,2,6,4,4,6,8,8,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,6,8,6,8,6,6,2,8,2,2,8,10,8,8,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,2,6,2,4,2,2,2,6,4,2,4,8,8,4,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA
9,10,10,6,2,2,6,2,2,6,4,10,8,8,10,10,4
9,10,6,2,2,2,2,2,2,2,10,4,4,10,10,10,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,8,10,8,10,6,6,2,8,2,4,10,10,10,8,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,4,4,2,2,4,4,NA,6,4,6,6,10,10,10,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,4,2,2,2,4,6,2,6,6,4,6,8,8,8,2
8,6,4,6,4,6,2,2,2,8,4,4,8,8,10,10,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,6,2,2,2,2,4,2,2,10,6,4,8,8,6,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,6,2,2,2,2,2,2,4,4,4,4,10,8,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,8,2,2,2,2,6,2,8,2,2,10,10,10,2,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,6,2,2,2,2,2,2,2,4,2,2,6,6,8,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,6,2,NA,NA,6,NA,NA,8,4,NA,6,8,10,2,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,8,6,2,8,6,2,2,6,8,6,4,8,10,6,4
7,10,8,8,6,8,4,2,2,6,2,4,2,8,8,10,2
9,8,6,4,4,6,2,2,2,4,6,4,6,10,8,10,4
8,6,2,2,2,2,2,4,2,4,10,4,2,10,8,4,4
10,6,4,4,2,2,4,4,6,4,6,2,8,10,10,8,2
8,6,6,2,2,2,4,2,2,4,4,4,6,6,8,8,4
7,6,NA,NA,NA,NA,NA,NA,NA,6,6,4,6,8,8,4,4
8,10,6,6,2,2,2,2,2,8,6,6,6,8,8,6,4
8,8,8,2,2,2,2,2,2,6,4,6,4,8,10,10,2
8,6,2,6,4,2,4,6,2,8,4,4,8,8,10,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,2,2,2,2,4,6,2,4,2,4,8,10,10,2,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,8,2,2,2,2,2,2,2,6,2,6,10,10,10,2
10,10,6,6,2,6,2,2,2,4,4,2,8,10,10,6,2
9,6,4,2,2,2,2,2,2,4,6,2,6,8,8,6,4
8,6,NA,2,NA,2,2,NA,2,4,4,4,6,8,8,4,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,6,6,4,6,6,6,2,6,2,4,8,8,10,10,4
9,8,4,2,2,2,2,2,2,8,4,4,4,8,8,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,2,2,4,4,2,2,2,8,6,4,8,10,8,8,4
9,8,NA,NA,NA,NA,NA,NA,NA,6,6,4,8,8,8,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,4,2,2,2,2,2,2,NA,4,NA,4,8,10,8,NA
9,10,6,6,4,4,4,4,4,8,4,4,6,8,8,4,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,6,6,4,2,2,2,2,6,6,4,6,10,8,8,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2
8,6,4,2,2,2,2,2,2,6,2,4,4,10,8,8,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,4,2,2,2,2,4,2,4,4,4,8,10,8,4,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6,2,2,2,2,2,2,2,4,6,4,4,4,6,4,4
9,10,6,2,2,2,4,6,2,6,4,4,6,10,NA,8,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,2,2,2,2,2,6,8,6,2,4,8,8,10,8,2
8,6,NA,NA,NA,NA,NA,NA,NA,NA,4,6,8,8,8,NA,NA
10,8,2,2,2,2,2,2,2,6,2,4,6,10,8,6,4
8,8,6,2,2,2,4,2,2,6,4,4,6,8,8,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,6,8,4,10,8,6,6,2
8,6,6,4,2,2,4,4,2,6,2,4,6,8,8,6,2
9,8,4,4,4,2,2,2,2,6,2,4,4,10,8,NA,4
8,8,6,6,2,6,8,8,2,8,4,4,8,10,10,2,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,4,4,4,6,2,4,2,8,2,4,4,8,10,2,2
7,8,6,2,2,2,2,4,2,6,4,4,4,8,8,8,4
8,NA,NA,NA,NA,NA,4,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
10,10,10,2,2,2,2,2,2,6,4,4,6,10,10,10,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,4,4,4,2,2,2,2,6,4,4,4,8,10,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,8,6,6,6,4,6,2,10,4,4,8,8,10,8,6
7,6,6,6,2,2,2,2,2,6,4,6,4,8,8,10,4
10,8,8,4,2,4,4,2,2,8,2,4,8,10,10,10,2
7,8,8,6,2,6,6,8,2,4,4,10,2,10,8,4,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,2,2,2,2,2,2,2,4,8,4,8,10,10,4,4
10,6,2,6,6,8,2,4,2,10,2,2,6,8,10,8,6
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,4,2,2,2,2,2,2,6,4,2,4,10,8,6,4
10,8,4,2,2,2,2,2,2,8,2,4,10,10,10,8,2
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,4,2,2,2,2,2,2,4,6,4,6,10,8,8,4
8,6,6,6,2,4,2,2,2,8,4,4,4,8,8,6,4
9,8,8,4,2,2,2,2,2,4,4,4,2,10,10,8,6
10,10,2,2,2,2,2,2,2,6,4,4,8,10,10,10,4
7,6,4,2,2,2,2,2,2,4,6,4,4,10,6,4,4
7,4,2,6,2,6,4,4,2,6,4,4,4,8,6,6,4
8,8,6,6,4,4,2,2,4,4,6,4,4,10,10,6,4
8,8,8,2,2,2,2,2,2,6,4,4,2,10,6,8,4
9,8,4,2,2,2,2,2,2,8,4,4,8,10,10,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10,6,2,2,2,6,4,2,2,4,4,8,10,8,10,2
7,6,2,2,2,2,2,2,2,4,4,6,4,6,4,4,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,4,2,2,2,2,2,2,2,4,6,2,6,4,6,10
7,6,6,4,2,2,4,4,2,6,6,4,6,8,8,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,4,2,2,2,4,2,2,4,4,4,6,8,8,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,2,2,2,2,2,2,2,2,4,NA,4,8,6,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,2,2,2,2,2,4,2,6,4,4,6,8,8,4,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,8,2,2,2,4,4,4,2,4,4,8,8,10,10,2
9,6,8,2,2,2,4,2,2,2,4,4,4,10,10,10,2
8,NA,6,6,2,2,2,4,2,4,4,4,6,6,8,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,4,2,2,2,2,2,2,6,4,4,6,8,8,8,4
8,10,8,4,4,4,2,2,2,6,4,4,6,10,10,8,4
10,6,2,2,2,2,2,2,2,6,2,2,6,10,10,10,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,6,4,2,2,2,2,2,6,4,4,8,10,8,6,4
8,6,4,2,2,2,2,2,2,4,6,4,6,10,10,6,4
10,10,6,2,4,2,6,6,2,6,6,4,8,10,6,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,2,4,2,2,2,2,2,4,6,4,4,8,10,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,2,2,2,2,2,2,2,6,6,6,2,8,8,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,2,2,2,2,2,2,2,2,8,4,4,10,6,4,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,2,4,6,4,2,2,2,4,4,6,4,8,6,8,4
10,8,2,2,2,2,2,2,2,8,4,4,8,10,10,10,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,6,8,6,4,4,4,2,6,2,2,6,10,10,2,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,4,4,2,4,2,2,2,6,4,NA,4,10,10,6,4
7,8,2,6,2,2,2,2,2,4,4,4,4,8,8,10,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,4,4,4,2,4,4,2,6,4,2,6,8,10,8,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,4,2,2,2,2,4,2,6,6,2,2,10,10,8,4
8,6,2,8,8,8,2,2,2,6,4,6,6,6,6,4,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,6,4,2,2,2,2,2,2,6,4,10,2,6,6,2,4
7,8,8,2,2,2,4,6,6,6,6,4,4,8,6,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10,4,2,2,4,2,2,2,6,6,4,8,10,10,8,4
9,8,6,2,2,2,4,6,2,6,2,4,4,8,10,10,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,6,2,2,2,2,2,2,4,4,4,6,8,8,6,6
9,6,4,6,2,2,2,2,2,8,6,6,6,8,8,6,4
9,10,8,2,2,2,2,2,2,4,4,4,4,10,10,10,4
8,4,2,2,2,2,2,2,2,6,6,4,4,6,6,4,4
8,8,2,2,2,2,2,2,2,2,4,4,6,10,6,8,6
7,NA,NA,NA,NA,NA,NA,NA,NA,4,8,4,6,8,8,4,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,4,2,2,2,2,4,2,NA,2,2,8,10,10,10,2
10,6,6,4,2,2,2,2,2,8,2,2,6,10,10,6,2
7,6,2,4,2,2,2,2,2,8,2,4,2,6,4,6,6
5,2,2,2,2,2,2,2,2,4,10,6,4,6,6,4,4
9,4,2,2,2,2,2,6,4,NA,NA,4,6,8,8,8,4
8,6,6,2,2,2,6,4,4,6,4,4,8,10,8,6,6
10,8,6,4,2,2,2,2,2,6,4,NA,6,10,10,6,4
8,6,6,2,4,2,4,4,2,6,6,8,6,8,8,4,6
8,6,2,4,2,2,2,2,2,2,4,8,4,8,8,4,6
8,10,8,2,2,2,2,2,2,4,6,6,2,10,10,6,2
8,8,4,2,2,NA,2,2,2,6,8,6,10,8,10,6,4
10,8,8,2,2,2,4,4,2,6,2,4,8,10,10,6,2
9,6,8,2,2,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA
7,6,6,2,2,2,2,2,2,4,6,NA,NA,8,NA,2,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,4,2,4,4,2,4,4,6,2,4,8,10,10,4,2
8,4,6,4,2,2,2,2,2,6,4,4,6,8,8,6,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,6,4,2,2,2,2,2,6,6,4,6,8,8,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,6,4,2,2,2,2,2,6,4,4,4,10,6,6,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,4,6,4,6,2,2,2,6,4,4,8,8,10,6,4
6,8,6,4,2,2,2,2,2,6,4,4,8,8,8,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,6,2,2,2,2,2,2,8,2,NA,8,10,10,2,8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,4,4,2,2,2,2,2,4,4,2,4,10,10,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,2,2,2,2,2,4,2,4,8,2,6,8,10,6,2
8,2,10,2,2,2,2,2,2,8,4,6,6,10,10,8,6
5,6,4,2,2,2,2,2,2,4,4,4,2,8,6,2,4
8,10,2,2,2,2,2,4,4,6,4,6,4,8,10,10,2
6,2,2,2,2,2,2,2,2,4,2,6,4,8,6,2,4
10,6,6,2,2,2,2,2,2,6,4,6,6,10,8,10,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,6,2,2,2,6,6,2,6,4,4,6,10,8,6,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,8,8,8,6,4,4,2,8,4,4,6,8,8,8,6
9,8,6,2,2,2,4,2,2,4,4,4,4,8,10,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,2,4,2,4,4,6,2,6,8,6,8,8,8,6,4
8,6,2,2,2,2,6,2,2,4,4,4,6,8,8,8,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10,4,2,2,2,6,6,2,4,6,4,8,10,8,6,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,4,2,2,2,2,2,2,6,6,4,4,8,8,4,4
